-1,2.5,3,3,3,6,2.49,2.49,2.5,1,2.5,2.5,2.5,2.5,3,3,3,1.92,2.91,5.4,2.9,2.5,2.5,2.5,0.6,1,3.2
-7.943661371,-10.3472323,-8.347232298,-8.677232298,-10.9472323,-14.0472323,-7.321886676,-7.280412021,-0.29382672,-1.902265127,-8.802265127,-5.356700188,-8.948878494,-3.443878494,-8.277232298,-8.397232298,-9.847232298,-0.236706067,-0.355552793,-3.155552793,-9.347232298,-3.259347133,-2.7583592,-5.607449704,-6.948029917,-7.553385919,-35.84835463
-3.633702622,-6.037273549,-4.037273549,-4.367273549,-6.637273549,-9.737273549,-3.011927927,-2.970453272,4.016132029,-2.908310993,-4.608310993,-1.046741439,-4.908310993,-4.477810993,-3.967273549,-4.087273549,-5.537273549,-3.257056036,-0.944671089,-3.744671089,-5.037273549,1.050611616,1.551599549,-1.297490955,-2.638071168,-3.24342717,-9.6
-8.745720571,-11.1492915,-9.149291498,-9.479291498,-11.7492915,-14.8492915,-8.123945876,-8.082471222,-4.429421621,-3.644257767,-8.244257767,-6.158759388,-7.783431684,-4.184331684,-9.079291498,-9.199291498,-10.6492915,-3.655060964,-10.51466939,-13.31466939,-10.1492915,-4.061406333,-3.5604184,-6.409508904,-7.750089117,-8.35544512,-22.3
2.049225843,-0.354345084,1.645654916,1.315654916,-0.954345084,-4.054345084,2.671000538,2.712475192,-1.926865608,4.67291175,-0.32708825,-0.077102251,-0.20038806,-0.13038806,1.715654916,1.595654916,0.145654916,2.459872872,5.112782894,2.312782894,0.645654916,-0.30038806,-0.50038806,4.38543751,3.044857296,2.439501294,-25.85546741
-8.63142884,-11.03499977,-9.034999767,-9.364999767,-11.63499977,-14.73499977,-8.009654145,-7.968179491,-0.520155049,-3.529966036,-8.129966036,-6.044467657,-7.669139954,-4.070039954,-8.964999767,-9.084999767,-10.53499977,-0.450714105,-4.550714105,-7.350714105,-10.03499977,-3.947114602,-3.446126669,-6.295217173,-7.635797387,-8.241153389,-36.53612209
3.538986765,1.135415838,3.135415838,2.805415838,0.535415838,-2.564584162,4.16076146,4.202236114,6.086169253,10.76162808,6.561628076,6.125947948,6.571628076,8.610728076,3.205415838,3.085415838,1.635415838,10.17212681,4.663446663,1.863446663,2.135415838,8.223301003,8.724288936,5.875198432,4.534618218,3.929262216,-24.36570649
-3.882850833,-6.28642176,-4.28642176,-4.61642176,-6.88642176,-9.98642176,-3.261076138,-3.219601483,-1.335668345,3.339790479,-0.860209521,-1.29588965,-0.850209521,1.188890479,-4.21642176,-4.33642176,-5.78642176,2.750289213,-2.758390934,-5.558390934,-5.28642176,0.801463405,1.302451338,1.2,-1.905039342,-3.214702338,-1.7
-2.601645431,-5.005216358,-3.005216358,-3.335216358,-5.605216358,-8.705216358,-1.979870736,-1.938396082,5.04818922,-1.876253802,-3.576253802,-6.32839656,-3.876253802,-3.445753802,-2.935216358,-3.055216358,-4.505216358,-4.67139656,0.087386101,-2.712613899,-4.005216358,-6.17139656,-6.27139656,-0.265433764,3.800126254,6.773528507,-4.1
-8.009038984,-10.41260991,-8.41260991,-8.74260991,-11.01260991,-14.11260991,-7.387264288,-7.345789634,-3.692740033,-0.786397672,-4.986397672,-5.422077801,-4.976397672,-2.937297672,-8.34260991,-8.46260991,-9.91260991,-1.375898938,-6.884579085,-9.684579085,-9.41260991,-3.324724745,-2.823736812,-5.672827317,-7.01340753,-7.618763532,-35.91373224
-4.238984061,-6.642554988,-4.642554988,-4.972554988,-7.242554988,-10.34255499,-3.617209366,-3.575734712,-5.110991036,-3.042998702,-6.842998702,-1.652022878,-8.691120516,-6.138620516,-4.572554988,-4.692554988,-6.142554988,-1.58473409,-3.916133742,-6.716133742,-5.642554988,-7.231120516,-6.887552054,1.6,-0.216158751,-0.354177165,-3.1
